request,AddToPlaylist
Add this album ny bill callahan to my Mi Casa Es La Tuya Playlist Oficial list.,1
Add the artist LeAnn Rimes to the Women of Indie playlist. ,1
add sam sparro to my playlist called Beach Vibes,1
edit Aux Cord Privileges playlist by putting this tune on it,1
add Tim Ryan to my Grime Shutdown playlist,1
Can you put this tune onto erin's house afterwork playlist?,1
Can you make an addition to the Old Enough To Enjoy This playlist with Martin Barre?,1
Add artist to Latin Pop Hits,1
play used to love her to my this is animal collective playlist,1
Add Guy Warren to my bossa nova dinner playlist. ,1
Add arthur russell to my Women of Disco playlist. ,1
add Francesco De Gregori to my classical new releases spotify picks playlist,1
Play Suus to my the funny thing about football is playlist,1
Add outside the dream syndicate to millicent's fresh electronic playlist,1
Add this tune to the Duetos playlist,1
put playa fly onto my 2010 Decade playlist,1
add that was only yesterday the last ep to my Afternoon Train Ride playlist,1
I want to put this artist in Mellowed Out Gaming,1
Add a rachael price album to TODO EDM,1
Put Strange Days onto the Fusion Fest playlist.,1
add this track to my flamenco pa ti,1
add Philip Labonte to Women of R&B playlist,1
add Kisaki to Family Road Trip playlist,1
add Volver to my pop gaming playlist,1
put Ramy Ayach on Latin Pop Rising,1
Add the current artist to my sxsw latin,1
add tune to my country playlist,1
Put nothing remains the same on my summer music playlist,1
add flying to my Women of Rock playlist,1
I'd like to put RyЕЌ Yamazaki onto my sylvia plath playlist.,1
add sweets edison to relaxing playlist,1
Add ana carolina to chill,1
Add decade in the sun best of stereophonics to laundry.,1
add artist to my friendesemana playlist,1
